177387.354089852 957572.577964402
297034.571910251 1609559.71114589
364863.946521054 1979776.90389336
835554.965261003 4552469.8471046
334547.769328344 1816453.48641788
294019.693531796 1593147.91613335
122225.080557703 658873.628463974
198693.08048391 1077606.93159125
217016.99124172 1173169.51053722
238416.534577751 1293029.82198723
267596.664071852 1448447.31661539
240842.216896663 1304836.82574141
330653.268386129 1800088.75759818
150680.810163677 813193.422159657
181710.342606067 982224.190185431
147597.831290238 796440.2745101
150421.476939102 811896.95433104
204210.629336624 1103809.43683058
164952.231757903 889383.91628159
219256.324169805 1185498.22164305
274125.520386006 1485280.20626328
186725.380463894 1010216.88062602
142710.390839966 770407.580364765
210787.605250469 1140088.93735421
137288.346921289 743095.921192232
452908.18469724 2444876.09513541
266589.314078165 1449128.04871748
139766.88901179 754674.97430355
261049.807597489 1417531.47821601
170246.467538783 920397.072522131
206939.401644204 1119068.13495596
486358.468660571 2647580.86651804
372035.336473279 2017410.00113967
320839.709045729 1747055.38265149
221810.493860528 1199504.31129185
252811.387410139 1373973.91061055
196677.768642065 1063467.64755014
120999.08055673 652239.003054174
210537.099430864 1140252.84470965
282105.854675966 1532773.54726133
257540.000460567 1395142.99064738
278212.092055686 1509948.72108085
187297.732777853 1015403.84236208
161197.525486053 869352.38672139
302922.479506108 1641338.26662403
179754.454531928 973312.253230407
143162.164299487 773859.446176127
173532.097647276 940413.8469475
281488.161378167 1517802.4358262
197343.923656783 1066758.69967188
291774.568112819 1580368.07409136
328361.896212502 1778681.52867405
187981.705693177 1018126.1459549
174088.967201581 939980.795940087
254586.995928903 1379365.16341941
603795.796018564 3284768.68330523
220321.54736569 1191818.80866945
158594.977534468 856269.787632116
115763.612008288 624102.318071848
167937.410068857 906654.466664061
205361.62971242 1110091.38166508
151574.135848172 817834.924604432
298162.911768985 1617507.32583912
209179.852153554 1135520.1908505
239875.694359019 1297265.67454271
155728.830104448 840191.118785487
153012.87051403 825674.875332047
169156.138835098 913463.73879949
150803.009167693 813887.34654524
448665.44828923 2441106.55208638
226273.075904635 1224176.09911416
175010.86334176 947197.62906681
217528.363847092 1177684.83255187
152344.70241555 822124.074879941
282934.523597559 1532760.87097337
324121.907274995 1756697.1115487
200841.326604607 1086396.71332762
362435.581697819 1968325.33103349
169716.818865152 918169.514492309
463778.273191259 2517221.91250397
127063.56484205 686487.363468885
183620.99204345 992930.877853826
151467.609766355 819971.854934747
194577.800365956 1051077.09771039
144991.67241162 782625.931437686
194735.482555874 1053262.76081724
269512.03359085 1464055.50787056
200218.16820649 1082413.46883671
115014.576711315 620111.81791927
292646.799377791 1585522.05123538
